    Coord1     Coord2      Energy(Hartree)     Energy(kcal/mol)   Relative(kcal/mol)
      3.40       2.60         -2184.912704      -1371053.421623            28.003865
      3.40       2.55         -2184.911007      -1371052.356739            29.068749
      3.40       2.50         -2184.909146      -1371051.188944            30.236544
      3.40       2.45         -2184.906788      -1371049.709277            31.716211
      3.40       2.40         -2184.904470      -1371048.254710            33.170778
      3.40       2.35         -2184.901623      -1371046.468190            34.957298
      3.40       2.30         -2184.899038      -1371044.846078            36.579410
      3.40       2.25         -2184.895839      -1371042.838676            38.586813
      3.40       2.20         -2184.892956      -1371041.029566            40.395922
      3.40       2.15         -2184.889591      -1371038.917996            42.507492
      3.40       2.10         -2184.886022      -1371036.678415            44.747073
      3.40       2.05         -2184.883345      -1371034.998572            46.426916
      3.40       2.00         -2184.880219      -1371033.036978            48.388511
      3.40       1.95         -2184.877325      -1371031.220965            50.204523
      3.40       1.90         -2184.874555      -1371029.482764            51.942724
      3.40       1.85         -2184.872390      -1371028.124206            53.301282
      3.40       1.80         -2184.870928      -1371027.206787            54.218701
      3.40       1.75         -2184.869700      -1371026.436206            54.989283
      3.40       1.70         -2184.868841      -1371025.897175            55.528313
      3.40       1.65         -2184.867730      -1371025.200012            56.225476
      3.40       1.60         -2184.867493      -1371025.051292            56.374196
      3.40       1.55         -2184.865409      -1371023.743562            57.681926
      3.40       1.50         -2184.861639      -1371021.377852            60.047637
      3.35       3.95         -2184.917671      -1371056.538463            24.887026
      3.35       3.90         -2184.917979      -1371056.731735            24.693753
      3.35       3.85         -2184.918254      -1371056.904301            24.521188
      3.35       3.80         -2184.918533      -1371057.079376            24.346113
      3.35       3.75         -2184.918860      -1371057.284571            24.140917
      3.35       3.70         -2184.918894      -1371057.305907            24.119582
      3.35       3.65         -2184.919256      -1371057.533065            23.892423
      3.35       3.60         -2184.919197      -1371057.496042            23.929446
      3.35       3.55         -2184.919613      -1371057.757086            23.668402
      3.35       3.50         -2184.919542      -1371057.712533            23.712956
      3.35       3.45         -2184.920161      -1371058.100961            23.324527
      3.35       3.40         -2184.920246      -1371058.154299            23.271189
      3.35       3.35         -2184.920329      -1371058.206383            23.219106
      3.35       3.30         -2184.920353      -1371058.221443            23.204045
      3.35       3.25         -2184.920100      -1371058.062683            23.362805
      3.35       3.20         -2184.920268      -1371058.168105            23.257384
      3.35       3.15         -2184.920267      -1371058.167477            23.258011
      3.35       3.10         -2184.919947      -1371057.966674            23.458814
      3.35       3.05         -2184.919807      -1371057.878823            23.546666
      3.35       3.00         -2184.919635      -1371057.770891            23.654597
      3.35       2.95         -2184.919064      -1371057.412583            24.012905
      3.35       2.90         -2184.918659      -1371057.158442            24.267046
      3.35       2.85         -2184.918089      -1371056.800761            24.624727
      3.35       2.80         -2184.917767      -1371056.598703            24.826785
      3.35       2.75         -2184.916780      -1371055.979352            25.446137
      3.35       2.70         -2184.915610      -1371055.245165            26.180323
      3.35       2.65         -2184.914418      -1371054.497174            26.928314
      3.35       2.60         -2184.912984      -1371053.597326            27.828163
      3.35       2.55         -2184.911121      -1371052.428275            28.997213
      3.35       2.50         -2184.909282      -1371051.274286            30.151203
      3.35       2.45         -2184.907323      -1371050.044994            31.380494
      3.35       2.40         -2184.904871      -1371048.506341            32.919147
      3.35       2.35         -2184.902279      -1371046.879837            34.545652
      3.35       2.30         -2184.899660      -1371045.236389            36.189099
      3.35       2.25         -2184.896600      -1371043.316210            38.109278
      3.35       2.20         -2184.893344      -1371041.273040            40.152449
      3.35       2.15         -2184.889871      -1371039.093699            42.331789
      3.35       2.10         -2184.887386      -1371037.534338            43.891150
      3.35       2.05         -2184.884159      -1371035.509365            45.916123
      3.35       2.00         -2184.881136      -1371033.612404            47.813084
      3.35       1.95         -2184.878411      -1371031.902441            49.523048
      3.35       1.90         -2184.875821      -1371030.277191            51.148297
      3.35       1.85         -2184.873867      -1371029.051038            52.374451
      3.35       1.80         -2184.872257      -1371028.040747            53.384741
      3.35       1.75         -2184.871212      -1371027.385000            54.040488
      3.35       1.70         -2184.870580      -1371026.988414            54.437074
      3.35       1.65         -2184.869538      -1371026.334549            55.090939
      3.35       1.60         -2184.867979      -1371025.356262            56.069227
      3.35       1.55         -2184.866849      -1371024.647176            56.778312
      3.35       1.50         -2184.863114      -1371022.303428            59.122060
      3.30       3.95         -2184.917501      -1371056.431786            24.993702
      3.30       3.90         -2184.917815      -1371056.628824            24.796664
      3.30       3.85         -2184.918139      -1371056.832137            24.593351
      3.30       3.80         -2184.918270      -1371056.914341            24.511148
      3.30       3.75         -2184.918584      -1371057.111379            24.314110
      3.30       3.70         -2184.918846      -1371057.275786            24.149702
      3.30       3.65         -2184.919153      -1371057.468432            23.957057
      3.30       3.60         -2184.919167      -1371057.477217            23.948272
      3.30       3.55         -2184.919488      -1371057.678647            23.746841
      3.30       3.50         -2184.919763      -1371057.851212            23.574276
      3.30       3.45         -2184.919732      -1371057.831760            23.593729
      3.30       3.40         -2184.919812      -1371057.881960            23.543528
      3.30       3.35         -2184.920049      -1371058.030680            23.394808
      3.30       3.30         -2184.920209      -1371058.131082            23.294407
      3.30       3.25         -2184.920045      -1371058.028170            23.397318
      3.30       3.20         -2184.920194      -1371058.121669            23.303819
      3.30       3.15         -2184.919903      -1371057.939064            23.486425
      3.30       3.10         -2184.919897      -1371057.935299            23.490190
      3.30       3.05         -2184.919857      -1371057.910198            23.515290
      3.30       3.00         -2184.919393      -1371057.619034            23.806454
      3.30       2.95         -2184.919136      -1371057.457764            23.967724
      3.30       2.90         -2184.918414      -1371057.004702            24.420786
      3.30       2.85         -2184.918090      -1371056.801389            24.624099
      3.30       2.80         -2184.917166      -1371056.221570            25.203918
      3.30       2.75         -2184.917005      -1371056.120541            25.304947
      3.30       2.70         -2184.915882      -1371055.415848            26.009640
      3.30       2.65         -2184.914718      -1371054.685427            26.740061
      3.30       2.60         -2184.913186      -1371053.724083            27.701406
      3.30       2.55         -2184.911548      -1371052.696222            28.729266
      3.30       2.50         -2184.909466      -1371051.389747            30.035741
      3.30       2.45         -2184.907496      -1371050.153554            31.271935
      3.30       2.40         -2184.905015      -1371048.596703            32.828786
      3.30       2.35         -2184.902565      -1371047.059304            34.366184
      3.30       2.30         -2184.899642      -1371045.225094            36.200394
      3.30       2.25         -2184.896877      -1371043.490031            37.935458
      3.30       2.20         -2184.893646      -1371041.462547            39.962941
      3.30       2.15         -2184.890585      -1371039.541741            41.883747
      3.30       2.10         -2184.887299      -1371037.479745            43.945743
      3.30       2.05         -2184.884611      -1371035.792999            45.632489
      3.30       2.00         -2184.881705      -1371033.969457            47.456031
      3.30       1.95         -2184.878935      -1371032.231256            49.194233
      3.30       1.90         -2184.876624      -1371030.781081            50.644407
      3.30       1.85         -2184.874545      -1371029.476489            51.948999
      3.30       1.80         -2184.873355      -1371028.729753            52.695736
      3.30       1.75         -2184.872320      -1371028.080280            53.345208
      3.30       1.70         -2184.872136      -1371027.964819            53.460670
      3.30       1.65         -2184.871388      -1371027.495442            53.930047
      3.30       1.60         -2184.869889      -1371026.554805            54.870683
      3.30       1.55         -2184.867709      -1371025.186834            56.238654
      3.30       1.50         -2184.863754      -1371022.705034            58.720454
      3.25       3.95         -2184.917094      -1371056.176390            25.249099
      3.25       3.90         -2184.917437      -1371056.391625            25.033863
      3.25       3.85         -2184.917771      -1371056.601213            24.824275
      3.25       3.80         -2184.918152      -1371056.840295            24.585194
      3.25       3.75         -2184.918458      -1371057.032312            24.393176
      3.25       3.70         -2184.918633      -1371057.142127            24.283362
      3.25       3.65         -2184.918893      -1371057.305279            24.120209
      3.25       3.60         -2184.918982      -1371057.361127            24.064361
      3.25       3.55         -2184.919268      -1371057.540595            23.884893
      3.25       3.50         -2184.919158      -1371057.471569            23.953919
      3.25       3.45         -2184.919634      -1371057.770264            23.655225
      3.25       3.40         -2184.920103      -1371058.064566            23.360923
      3.25       3.35         -2184.920211      -1371058.132337            23.293152
      3.25       3.30         -2184.920314      -1371058.196970            23.228518
      3.25       3.25         -2184.920448      -1371058.281056            23.144432
      3.25       3.20         -2184.920432      -1371058.271016            23.154472
      3.25       3.15         -2184.920391      -1371058.245288            23.180200
      3.25       3.10         -2184.920046      -1371058.028798            23.396691
      3.25       3.05         -2184.920007      -1371058.004325            23.421164
      3.25       3.00         -2184.919797      -1371057.872548            23.552941
      3.25       2.95         -2184.919230      -1371057.516750            23.908738
      3.25       2.90         -2184.918844      -1371057.274531            24.150957
      3.25       2.85         -2184.918333      -1371056.953874            24.471614
      3.25       2.80         -2184.917405      -1371056.371545            25.053943
      3.25       2.75         -2184.916767      -1371055.971194            25.454294
      3.25       2.70         -2184.915560      -1371055.213790            26.211698
      3.25       2.65         -2184.914437      -1371054.509097            26.916391
      3.25       2.60         -2184.913187      -1371053.724710            27.700778
      3.25       2.55         -2184.911461      -1371052.641629            28.783860
      3.25       2.50         -2184.909665      -1371051.514622            29.910867
      3.25       2.45         -2184.907406      -1371050.097078            31.328410
      3.25       2.40         -2184.905302      -1371048.776798            32.648690
      3.25       2.35         -2184.902640      -1371047.106368            34.319121
      3.25       2.30         -2184.900088      -1371045.504963            35.920525
      3.25       2.25         -2184.897050      -1371043.598590            37.826899
      3.25       2.20         -2184.894229      -1371041.828385            39.597103
      3.25       2.15         -2184.890988      -1371039.794627            41.630861
      3.25       2.10         -2184.887701      -1371037.732004            43.693485
      3.25       2.05         -2184.884825      -1371035.927286            45.498202
      3.25       2.00         -2184.881871      -1371034.073623            47.351865
      3.25       1.95         -2184.879517      -1371032.596466            48.829022
      3.25       1.90         -2184.877220      -1371031.155077            50.270411
      3.25       1.85         -2184.875785      -1371030.254601            51.170888
      3.25       1.80         -2184.874495      -1371029.445113            51.980375
      3.25       1.75         -2184.873833      -1371029.029702            52.395786
      3.25       1.70         -2184.873152      -1371028.602368            52.823120
      3.25       1.65         -2184.873345      -1371028.723478            52.702011
      3.25       1.60         -2184.872159      -1371027.979251            53.446237
      3.25       1.55         -2184.869925      -1371026.577395            54.848093
      3.25       1.50         -2184.866174      -1371024.223607            57.201881
      3.20       3.95         -2184.916689      -1371055.922248            25.503240
      3.20       3.90         -2184.917110      -1371056.186430            25.239059
      3.20       3.85         -2184.917178      -1371056.229100            25.196388
      3.20       3.80         -2184.917651      -1371056.525912            24.899576
      3.20       3.75         -2184.918017      -1371056.755581            24.669907
      3.20       3.70         -2184.918046      -1371056.773779            24.651710
      3.20       3.65         -2184.918430      -1371057.014742            24.410746
      3.20       3.60         -2184.918786      -1371057.238136            24.187353
      3.20       3.55         -2184.918799      -1371057.246293            24.179195
      3.20       3.50         -2184.919187      -1371057.489767            23.935721
      3.20       3.45         -2184.919446      -1371057.652292            23.773196
      3.20       3.40         -2184.919869      -1371057.917728            23.507760
      3.20       3.35         -2184.920013      -1371058.008090            23.417399
      3.20       3.30         -2184.920127      -1371058.079626            23.345862
      3.20       3.25         -2184.920197      -1371058.123551            23.301937
      3.20       3.20         -2184.919996      -1371057.997422            23.428066
      3.20       3.15         -2184.920129      -1371058.080881            23.344607
      3.20       3.10         -2184.920085      -1371058.053270            23.372218
      3.20       3.05         -2184.919643      -1371057.775911            23.649577
      3.20       3.00         -2184.919575      -1371057.733241            23.692248
      3.20       2.95         -2184.919383      -1371057.612759            23.812730
      3.20       2.90         -2184.918767      -1371057.226213            24.199275
      3.20       2.85         -2184.918298      -1371056.931911            24.493577
      3.20       2.80         -2184.917633      -1371056.514617            24.910871
      3.20       2.75         -2184.916857      -1371056.027670            25.397818
      3.20       2.70         -2184.915666      -1371055.280306            26.145182
      3.20       2.65         -2184.914541      -1371054.574358            26.851130
      3.20       2.60         -2184.913177      -1371053.718435            27.707053
      3.20       2.55         -2184.911707      -1371052.795996            28.629492
      3.20       2.50         -2184.909745      -1371051.564822            29.860666
      3.20       2.45         -2184.907994      -1371050.466053            30.959435
      3.20       2.40         -2184.905709      -1371049.032194            32.393294
      3.20       2.35         -2184.903145      -1371047.423260            34.002228
      3.20       2.30         -2184.900533      -1371045.784205            35.641283
      3.20       2.25         -2184.897597      -1371043.941837            37.483651
      3.20       2.20         -2184.894620      -1371042.073742            39.351747
      3.20       2.15         -2184.892296      -1371040.615410            40.810079
      3.20       2.10         -2184.889229      -1371038.690838            42.734650
      3.20       2.05         -2184.886297      -1371036.850980            44.574508
      3.20       2.00         -2184.883504      -1371035.098346            46.327142
      3.20       1.95         -2184.881028      -1371033.544633            47.880855
      3.20       1.90         -2184.879005      -1371032.275181            49.150307
      3.20       1.85         -2184.877201      -1371031.143154            50.282334
      3.20       1.80         -2184.876167      -1371030.494309            50.931179
      3.20       1.75         -2184.875329      -1371029.968456            51.457032
      3.20       1.70         -2184.875126      -1371029.841072            51.584416
      3.20       1.65         -2184.874462      -1371029.424406            52.001083
      3.20       1.60         -2184.873315      -1371028.704652            52.720836
      3.20       1.55         -2184.870991      -1371027.246320            54.179168
      3.20       1.50         -2184.867403      -1371024.994816            56.430672
      3.15       3.95         -2184.916564      -1371055.843810            25.581679
      3.15       3.90         -2184.916845      -1371056.020140            25.405349
      3.15       3.85         -2184.917150      -1371056.211530            25.213958
      3.15       3.80         -2184.917502      -1371056.432413            24.993075
      3.15       3.75         -2184.917556      -1371056.466299            24.959189
      3.15       3.70         -2184.918060      -1371056.782564            24.642925
      3.15       3.65         -2184.918432      -1371057.015997            24.409491
      3.15       3.60         -2184.918495      -1371057.055530            24.369958
      3.15       3.55         -2184.918896      -1371057.307162            24.118327
      3.15       3.50         -2184.919041      -1371057.398150            24.027338
      3.15       3.45         -2184.919252      -1371057.530555            23.894933
      3.15       3.40         -2184.919483      -1371057.675510            23.749979
      3.15       3.35         -2184.919654      -1371057.782814            23.642674
      3.15       3.30         -2184.919857      -1371057.910198            23.515290
      3.15       3.25         -2184.919949      -1371057.967929            23.457559
      3.15       3.20         -2184.919753      -1371057.844937            23.580551
      3.15       3.15         -2184.919903      -1371057.939064            23.486425
      3.15       3.10         -2184.919559      -1371057.723200            23.702288
      3.15       3.05         -2184.919671      -1371057.793481            23.632007
      3.15       3.00         -2184.919208      -1371057.502945            23.922544
      3.15       2.95         -2184.919126      -1371057.451489            23.973999
      3.15       2.90         -2184.918828      -1371057.264491            24.160997
      3.15       2.85         -2184.918145      -1371056.835902            24.589586
      3.15       2.80         -2184.917563      -1371056.470691            24.954797
      3.15       2.75         -2184.916713      -1371055.937308            25.488180
      3.15       2.70         -2184.915808      -1371055.369412            26.056076
      3.15       2.65         -2184.914440      -1371054.510979            26.914509
      3.15       2.60         -2184.913170      -1371053.714042            27.711446
      3.15       2.55         -2184.911667      -1371052.770896            28.654593
      3.15       2.50         -2184.909727      -1371051.553527            29.871961
      3.15       2.45         -2184.907670      -1371050.262740            31.162748
      3.15       2.40         -2184.905635      -1371048.985758            32.439730
      3.15       2.35         -2184.903143      -1371047.422005            34.003483
      3.15       2.30         -2184.900659      -1371045.863271            35.562217
      3.15       2.25         -2184.897752      -1371044.039101            37.386387
      3.15       2.20         -2184.895020      -1371042.324745            39.100743
      3.15       2.15         -2184.891960      -1371040.404566            41.020922
      3.15       2.10         -2184.889499      -1371038.860266            42.565223
      3.15       2.05         -2184.886645      -1371037.069354            44.356135
      3.15       2.00         -2184.884054      -1371035.443477            45.982012
      3.15       1.95         -2184.881729      -1371033.984517            47.440971
      3.15       1.90         -2184.879583      -1371032.637882            48.787607
      3.15       1.85         -2184.878122      -1371031.721090            49.704398
      3.15       1.80         -2184.876964      -1371030.994434            50.431054
      3.15       1.75         -2184.876507      -1371030.707663            50.717826
      3.15       1.70         -2184.876017      -1371030.400183            51.025305
      3.15       1.65         -2184.875479      -1371030.062583            51.362905
      3.15       1.60         -2184.874154      -1371029.231133            52.194356
      3.15       1.55         -2184.874491      -1371029.442603            51.982885
      3.15       1.50         -2184.871326      -1371027.456536            53.968952
      3.10       3.95         -2184.915939      -1371055.451616            25.973872
      3.10       3.90         -2184.916538      -1371055.827494            25.597994
      3.10       3.85         -2184.916860      -1371056.029552            25.395936
      3.10       3.80         -2184.917173      -1371056.225963            25.199525
      3.10       3.75         -2184.917453      -1371056.401665            25.023823
      3.10       3.70         -2184.917764      -1371056.596821            24.828667
      3.10       3.65         -2184.918029      -1371056.763111            24.662377
      3.10       3.60         -2184.918355      -1371056.967679            24.457809
      3.10       3.55         -2184.918321      -1371056.946344            24.479145
      3.10       3.50         -2184.918763      -1371057.223703            24.201785
      3.10       3.45         -2184.919052      -1371057.405053            24.020435
      3.10       3.40         -2184.919029      -1371057.390620            24.034868
      3.10       3.35         -2184.919325      -1371057.576363            23.849125
      3.10       3.30         -2184.919518      -1371057.697473            23.728016
      3.10       3.25         -2184.919379      -1371057.610249            23.815240
      3.10       3.20         -2184.919584      -1371057.738888            23.686600
      3.10       3.15         -2184.919729      -1371057.829877            23.595611
      3.10       3.10         -2184.919526      -1371057.702493            23.722996
      3.10       3.05         -2184.919437      -1371057.646644            23.778844
      3.10       3.00         -2184.919376      -1371057.608366            23.817122
      3.10       2.95         -2184.918991      -1371057.366775            24.058713
      3.10       2.90         -2184.918630      -1371057.140244            24.285244
      3.10       2.85         -2184.917872      -1371056.664592            24.760896
      3.10       2.80         -2184.917409      -1371056.374055            25.051433
      3.10       2.75         -2184.916423      -1371055.755331            25.670158
      3.10       2.70         -2184.915495      -1371055.173002            26.252486
      3.10       2.65         -2184.914542      -1371054.574985            26.850503
      3.10       2.60         -2184.913057      -1371053.643134            27.782354
      3.10       2.55         -2184.911600      -1371052.728852            28.696636
      3.10       2.50         -2184.910026      -1371051.741153            29.684336
      3.10       2.45         -2184.907940      -1371050.432168            30.993320
      3.10       2.40         -2184.905891      -1371049.146401            32.279087
      3.10       2.35         -2184.903417      -1371047.593942            33.831546
      3.10       2.30         -2184.900904      -1371046.017011            35.408477
      3.10       2.25         -2184.897996      -1371044.192214            37.233275
      3.10       2.20         -2184.895303      -1371042.502331            38.923158
      3.10       2.15         -2184.892292      -1371040.612900            40.812589
      3.10       2.10         -2184.889519      -1371038.872816            42.552672
      3.10       2.05         -2184.886707      -1371037.108259            44.317229
      3.10       2.00         -2184.884348      -1371035.627964            45.797524
      3.10       1.95         -2184.882103      -1371034.219206            47.206283
      3.10       1.90         -2184.880238      -1371033.048900            48.376588
      3.10       1.85         -2184.878708      -1371032.088811            49.336677
      3.10       1.80         -2184.877920      -1371031.594333            49.831155
      3.10       1.75         -2184.877278      -1371031.191472            50.234016
      3.10       1.70         -2184.877762      -1371031.495187            49.930301
      3.10       1.65         -2184.877277      -1371031.190845            50.234643
      3.10       1.60         -2184.876221      -1371030.528195            50.897293
      3.10       1.55         -2184.877564      -1371031.370940            50.054548
      3.10       1.50         -2184.874385      -1371029.376087            52.049401
      3.05       3.95         -2184.916878      -1371056.040848            25.384641
      3.05       3.90         -2184.917176      -1371056.227845            25.197643
      3.05       3.85         -2184.917431      -1371056.387860            25.037628
      3.05       3.80         -2184.917675      -1371056.540973            24.884516
      3.05       3.75         -2184.917709      -1371056.562308            24.863180
      3.05       3.70         -2184.917935      -1371056.704125            24.721363
      3.05       3.65         -2184.918178      -1371056.856610            24.568878
      3.05       3.60         -2184.918429      -1371057.014115            24.411374
      3.05       3.55         -2184.918495      -1371057.055530            24.369958
      3.05       3.50         -2184.918669      -1371057.164717            24.260771
      3.05       3.45         -2184.918872      -1371057.292101            24.133387
      3.05       3.40         -2184.918934      -1371057.331007            24.094481
      3.05       3.35         -2184.919111      -1371057.442076            23.983412
      3.05       3.30         -2184.918971      -1371057.354225            24.071263
      3.05       3.25         -2184.919220      -1371057.510475            23.915014
      3.05       3.20         -2184.919497      -1371057.684295            23.741193
      3.05       3.15         -2184.919390      -1371057.617151            23.808337
      3.05       3.10         -2184.919353      -1371057.593933            23.831555
      3.05       3.05         -2184.919382      -1371057.612131            23.813357
      3.05       3.00         -2184.919014      -1371057.381208            24.044281
      3.05       2.95         -2184.918926      -1371057.325987            24.099501
      3.05       2.90         -2184.918597      -1371057.119536            24.305952
      3.05       2.85         -2184.917861      -1371056.657689            24.767799
      3.05       2.80         -2184.917432      -1371056.388488            25.037001
      3.05       2.75         -2184.916433      -1371055.761606            25.663882
      3.05       2.70         -2184.915663      -1371055.278423            26.147065
      3.05       2.65         -2184.914656      -1371054.646521            26.778967
      3.05       2.60         -2184.913221      -1371053.746045            27.679443
      3.05       2.55         -2184.911711      -1371052.798506            28.626982
      3.05       2.50         -2184.910074      -1371051.771273            29.654215
      3.05       2.45         -2184.907972      -1371050.452248            30.973240
      3.05       2.40         -2184.905951      -1371049.184051            32.241437
      3.05       2.35         -2184.903468      -1371047.625945            33.799543
      3.05       2.30         -2184.901026      -1371046.093567            35.331921
      3.05       2.25         -2184.898202      -1371044.321481            37.104008
      3.05       2.20         -2184.895569      -1371042.669248            38.756240
      3.05       2.15         -2184.892635      -1371040.828135            40.597353
      3.05       2.10         -2184.889806      -1371039.052911            42.372577
      3.05       2.05         -2184.886963      -1371037.268902            44.156587
      3.05       2.00         -2184.884892      -1371035.969329            45.456159
      3.05       1.95         -2184.882749      -1371034.624577            46.800912
      3.05       1.90         -2184.881060      -1371033.564713            47.860775
      3.05       1.85         -2184.879660      -1371032.686200            48.739288
      3.05       1.80         -2184.879258      -1371032.433941            48.991547
      3.05       1.75         -2184.878907      -1371032.213685            49.211803
      3.05       1.70         -2184.878711      -1371032.090693            49.334795
      3.05       1.65         -2184.878195      -1371031.766899            49.658590
      3.05       1.60         -2184.877614      -1371031.402316            50.023173
      3.05       1.55         -2184.875495      -1371030.072623            51.352865
      3.05       1.50         -2184.875188      -1371029.879978            51.545511
      3.00       3.95         -2184.916368      -1371055.720818            25.704671
      3.00       3.90         -2184.916686      -1371055.920366            25.505123
      3.00       3.85         -2184.916990      -1371056.111129            25.314360
      3.00       3.80         -2184.917106      -1371056.183920            25.241569
      3.00       3.75         -2184.917353      -1371056.338915            25.086574
      3.00       3.70         -2184.917251      -1371056.274909            25.150580
      3.00       3.65         -2184.917707      -1371056.561053            24.864435
      3.00       3.60         -2184.917789      -1371056.612509            24.812980
      3.00       3.55         -2184.918026      -1371056.761228            24.664260
      3.00       3.50         -2184.918340      -1371056.958266            24.467222
      3.00       3.45         -2184.918315      -1371056.942579            24.482910
      3.00       3.40         -2184.918540      -1371057.083768            24.341720
      3.00       3.35         -2184.918704      -1371057.186680            24.238808
      3.00       3.30         -2184.918838      -1371057.270766            24.154722
      3.00       3.25         -2184.919190      -1371057.491649            23.933839
      3.00       3.20         -2184.919275      -1371057.544988            23.880501
      3.00       3.15         -2184.919318      -1371057.571971            23.853518
      3.00       3.10         -2184.919040      -1371057.397523            24.027965
      3.00       3.05         -2184.919116      -1371057.445214            23.980275
      3.00       3.00         -2184.918720      -1371057.196720            24.228768
      3.00       2.95         -2184.918627      -1371057.138362            24.287127
      3.00       2.90         -2184.918445      -1371057.024155            24.401333
      3.00       2.85         -2184.917858      -1371056.655807            24.769681
      3.00       2.80         -2184.917184      -1371056.232865            25.192623
      3.00       2.75         -2184.916526      -1371055.819964            25.605524
      3.00       2.70         -2184.915424      -1371055.128449            26.297040
      3.00       2.65         -2184.914428      -1371054.503449            26.922039
      3.00       2.60         -2184.913111      -1371053.677019            27.748469
      3.00       2.55         -2184.911654      -1371052.762738            28.662750
      3.00       2.50         -2184.909770      -1371051.580510            29.844978
      3.00       2.45         -2184.908003      -1371050.471701            30.953787
      3.00       2.40         -2184.905723      -1371049.040979            32.384509
      3.00       2.35         -2184.903526      -1371047.662341            33.763147
      3.00       2.30         -2184.900883      -1371046.003833            35.421655
      3.00       2.25         -2184.898398      -1371044.444472            36.981016
      3.00       2.20         -2184.895554      -1371042.659835            38.765653
      3.00       2.15         -2184.892986      -1371041.048391            40.377097
      3.00       2.10         -2184.890217      -1371039.310817            42.114671
      3.00       2.05         -2184.888021      -1371037.932807            43.492682
      3.00       2.00         -2184.885801      -1371036.539736            44.885753
      3.00       1.95         -2184.883864      -1371035.324250            46.101239
      3.00       1.90         -2184.882211      -1371034.286977            47.138512
      3.00       1.85         -2184.881107      -1371033.594206            47.831282
      3.00       1.80         -2184.880600      -1371033.276059            48.149429
      3.00       1.75         -2184.880401      -1371033.151184            48.274304
      3.00       1.70         -2184.880116      -1371032.972344            48.453144
      3.00       1.65         -2184.880080      -1371032.949754            48.475734
      3.00       1.60         -2184.879070      -1371032.315969            49.109519
      3.00       1.55         -2184.877347      -1371031.234770            50.190718
      3.00       1.50         -2184.873714      -1371028.955029            52.470460
      2.95       3.95         -2184.915978      -1371055.476089            25.949399
      2.95       3.90         -2184.916286      -1371055.669362            25.756126
      2.95       3.85         -2184.916498      -1371055.802394            25.623094
      2.95       3.80         -2184.916716      -1371055.939191            25.486297
      2.95       3.75         -2184.916601      -1371055.867027            25.558461
      2.95       3.70         -2184.917057      -1371056.153172            25.272317
      2.95       3.65         -2184.917246      -1371056.271771            25.153717
      2.95       3.60         -2184.917342      -1371056.332012            25.093476
      2.95       3.55         -2184.917524      -1371056.446219            24.979270
      2.95       3.50         -2184.917399      -1371056.367780            25.057708
      2.95       3.45         -2184.917797      -1371056.617529            24.807960
      2.95       3.40         -2184.917994      -1371056.741148            24.684340
      2.95       3.35         -2184.917935      -1371056.704125            24.721363
      2.95       3.30         -2184.918223      -1371056.884848            24.540641
      2.95       3.25         -2184.918387      -1371056.987759            24.437729
      2.95       3.20         -2184.918240      -1371056.895515            24.529973
      2.95       3.15         -2184.918416      -1371057.005957            24.419531
      2.95       3.10         -2184.918572      -1371057.103849            24.321640
      2.95       3.05         -2184.918353      -1371056.966424            24.459064
      2.95       3.00         -2184.918122      -1371056.821469            24.604019
      2.95       2.95         -2184.918060      -1371056.782564            24.642925
      2.95       2.90         -2184.917648      -1371056.524030            24.901458
      2.95       2.85         -2184.917267      -1371056.284949            25.140540
      2.95       2.80         -2184.916466      -1371055.782314            25.643175
      2.95       2.75         -2184.915994      -1371055.486129            25.939359
      2.95       2.70         -2184.914941      -1371054.825362            26.600127
      2.95       2.65         -2184.913905      -1371054.175262            27.250226
      2.95       2.60         -2184.912765      -1371053.459901            27.965587
      2.95       2.55         -2184.911177      -1371052.463416            28.962072
      2.95       2.50         -2184.909831      -1371051.618788            29.806700
      2.95       2.45         -2184.907878      -1371050.393262            31.032226
      2.95       2.40         -2184.905852      -1371049.121928            32.303560
      2.95       2.35         -2184.903607      -1371047.713169            33.712319
      2.95       2.30         -2184.901019      -1371046.089175            35.336314
      2.95       2.25         -2184.898543      -1371044.535461            36.890027
      2.95       2.20         -2184.895753      -1371042.784710            38.640778
      2.95       2.15         -2184.892994      -1371041.053411            40.372077
      2.95       2.10         -2184.890576      -1371039.536093            41.889395
      2.95       2.05         -2184.888086      -1371037.973595            43.451894
      2.95       2.00         -2184.886054      -1371036.698495            44.726993
      2.95       1.95         -2184.884194      -1371035.531328            45.894160
      2.95       1.90         -2184.882788      -1371034.649050            46.776439
      2.95       1.85         -2184.881824      -1371034.044130            47.381358
      2.95       1.80         -2184.881572      -1371033.885998            47.539490
      2.95       1.75         -2184.881429      -1371033.796264            47.629224
      2.95       1.70         -2184.881646      -1371033.932434            47.493055
      2.95       1.65         -2184.881393      -1371033.773674            47.651814
      2.95       1.60         -2184.880499      -1371033.212680            48.212808
      2.95       1.55         -2184.878917      -1371032.219960            49.205528
      2.95       1.50         -2184.875343      -1371029.977241            51.448247
      2.90       3.95         -2184.915262      -1371055.026792            26.398696
      2.90       3.90         -2184.915688      -1371055.294111            26.131377
      2.90       3.85         -2184.915866      -1371055.405808            26.019680
      2.90       3.80         -2184.916083      -1371055.541977            25.883511
      2.90       3.75         -2184.916200      -1371055.615396            25.810092
      2.90       3.70         -2184.916443      -1371055.767881            25.657607
      2.90       3.65         -2184.916338      -1371055.701992            25.723496
      2.90       3.60         -2184.916720      -1371055.941701            25.483787
